_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
  75  25  -31.00  -41.00        0.2004
  76  25  -29.00  -41.00        0.0657
  77  25  -27.00  -41.00        0.0714
  78  25  -25.00  -41.00        0.0771
  79  25  -23.00  -41.00       -0.0613
  80  25  -21.00  -41.00       -0.1239
  81  25  -19.00  -41.00       -0.1865
  82  25  -17.00  -41.00        0.1850
  83  25  -15.00  -41.00        0.1644
  84  25  -13.00  -41.00        0.1439
  85  25  -11.00  -41.00        0.5850
  86  25   -9.00  -41.00        0.5445
  87  25   -7.00  -41.00        0.5039
  88  25   -5.00  -41.00        0.3339
  89  25   -3.00  -41.00        0.2426
  90  25   -1.00  -41.00        0.1513
  91  25    1.00  -41.00        0.9672
  92  25    3.00  -41.00        1.1913
  93  25    5.00  -41.00        1.4155
  94  25    7.00  -41.00        0.3091
  95  25    9.00  -41.00        0.9967
  96  25   11.00  -41.00        1.6842
  97  25   13.00  -41.00        0.6646
  98  25   15.00  -41.00        0.2881
  99  25   17.00  -41.00       -0.0885
 100  25   19.00  -41.00        0.1101
 101  25   21.00  -41.00       -0.0377
 102  25   23.00  -41.00       -0.1855
 103  25   25.00  -41.00        0.2760
 104  25   27.00  -41.00       -0.2555
 105  25   29.00  -41.00       -0.7870
 106  25   31.00  -41.00        0.1241
 107  25   33.00  -41.00        0.3683
 108  25   35.00  -41.00        0.6125
 109  25   37.00  -41.00       -0.2184
 110  25   39.00  -41.00       -0.8572
 111  25   41.00  -41.00       -1.4961
 112  25   43.00  -41.00       -0.4060
 113  25   45.00  -41.00       -0.1430
 114  25   47.00  -41.00        0.1200
 115  25   49.00  -41.00       -0.7447
 116  25   51.00  -41.00       -1.3470
 117  25   53.00  -41.00       -1.9494
 118  25   55.00  -41.00       -0.3758
 119  25   57.00  -41.00       -0.4803
 120  25   59.00  -41.00       -0.5848
 121  25   61.00  -41.00       -0.0775
 122  25   63.00  -41.00       -0.1122
 123  25   65.00  -41.00       -0.1469
 124  25   67.00  -41.00       -0.5345
 125  25   69.00  -41.00       -0.3129
 126  25   71.00  -41.00       -0.0912
 127  25   73.00  -41.00       -0.4656
 128  25   75.00  -41.00       -0.2934
 129  25   77.00  -41.00       -0.1212
 130  25   79.00  -41.00       -0.2388
 131  25   81.00  -41.00       -0.2949
 132  25   83.00  -41.00       -0.3509
 133  25   85.00  -41.00       -0.0719
 134  25   87.00  -41.00       -0.1377
 135  25   89.00  -41.00       -0.2036
 136  25   91.00  -41.00       -0.0221
 137  25   93.00  -41.00       -0.3723
 138  25   95.00  -41.00       -0.7226
 139  25   97.00  -41.00        0.3391
 140  25   99.00  -41.00        0.3371
 141  25  101.00  -41.00        0.3351
 142  25  103.00  -41.00        0.2372
 143  25  105.00  -41.00        0.1426
 144  25  107.00  -41.00        0.0480
 145  25  109.00  -41.00       -0.0398
 146  25  111.00  -41.00       -0.1094
 147  25  113.00  -41.00       -0.1790
 148  25  115.00  -41.00       -0.3015
 149  25  117.00  -41.00       -0.3009
 150  25  119.00  -41.00       -0.3002
 151  25  121.00  -41.00       -0.4425
 152  25  123.00  -41.00       -0.2459
 153  25  125.00  -41.00       -0.0492
 154  25  127.00  -41.00       -0.6991
 155  25  129.00  -41.00       -0.6565
 156  25  131.00  -41.00       -0.6140
 157  25  133.00  -41.00       -0.6553
 158  25  135.00  -41.00       -0.6092
 159  25  137.00  -41.00       -0.5632
 160  25  139.00  -41.00       -0.4332
 161  25  141.00  -41.00       -0.8327
 162  25  143.00  -41.00       -1.2322
 163  25  145.00  -41.00       -1.6414
 164  25  147.00  -41.00       -1.3722
 165  25  149.00  -41.00       -1.1029
 166  25  151.00  -41.00       -0.9485
 167  25  153.00  -41.00       -0.6121
 168  25  155.00  -41.00       -0.2757
 169  25  157.00  -41.00        0.0374
 170  25  159.00  -41.00        0.1153
 171  25  161.00  -41.00        0.1931
 172  25  163.00  -41.00        0.3743
 173  25  165.00  -41.00        0.6240
 174  25  167.00  -41.00        0.8736
 175  25  169.00  -41.00        0.5670
 176  25  171.00  -41.00        0.0978
 177  25  173.00  -41.00       -0.3714
 178  25  175.00  -41.00        1.0328
 179  25  177.00  -41.00        0.8336
 180  25  179.00  -41.00        0.6344
   1  26 -179.00  -39.00        0.6304
   2  26 -177.00  -39.00        0.7940
   3  26 -175.00  -39.00        0.9577
   4  26 -173.00  -39.00        0.9133
   5  26 -171.00  -39.00        0.9100
   6  26 -169.00  -39.00        0.9066
   7  26 -167.00  -39.00        0.7366
   8  26 -165.00  -39.00        0.7145
   9  26 -163.00  -39.00        0.6923
  10  26 -161.00  -39.00        0.3411
  11  26 -159.00  -39.00        0.2082
  12  26 -157.00  -39.00        0.0753
  13  26 -155.00  -39.00       -0.2025
  14  26 -153.00  -39.00       -0.2568
  15  26 -151.00  -39.00       -0.3111
  16  26 -149.00  -39.00       -0.2180
  17  26 -147.00  -39.00       -0.2874
  18  26 -145.00  -39.00       -0.3568
  19  26 -143.00  -39.00       -0.8886
  20  26 -141.00  -39.00       -0.5086
  21  26 -139.00  -39.00       -0.1287
  22  26 -137.00  -39.00       -0.3959
  23  26 -135.00  -39.00       -0.4264
  24  26 -133.00  -39.00       -0.4570
  25  26 -131.00  -39.00       -0.3414
  26  26 -129.00  -39.00       -0.2075
  27  26 -127.00  -39.00       -0.0736
  28  26 -125.00  -39.00        0.5010
  29  26 -123.00  -39.00        0.5516
  30  26 -121.00  -39.00        0.6022
  31  26 -119.00  -39.00        0.8500
  32  26 -117.00  -39.00        0.9522
  33  26 -115.00  -39.00        1.0543
  34  26 -113.00  -39.00        1.0876
  35  26 -111.00  -39.00        1.0718
  36  26 -109.00  -39.00        1.0560
  37  26 -107.00  -39.00        1.2838
  38  26 -105.00  -39.00        1.1701
  39  26 -103.00  -39.00        1.0564
  40  26 -101.00  -39.00        0.8686
  41  26  -99.00  -39.00        0.6685
  42  26  -97.00  -39.00        0.4684
  43  26  -95.00  -39.00        0.2061
  44  26  -93.00  -39.00        0.2195
  45  26  -91.00  -39.00        0.2329
  46  26  -89.00  -39.00        0.3283
  47  26  -87.00  -39.00        0.0769
  48  26  -85.00  -39.00       -0.1745
  49  26  -83.00  -39.00        0.2654
  50  26  -81.00  -39.00       -0.0151
  51  26  -79.00  -39.00       -0.2956
  52  26  -77.00  -39.00       -0.3692
  53  26  -75.00  -39.00       -0.9744
  54  26  -73.00  -39.00       -1.5797
  55  26  -71.00  -39.00       -2.2454
  56  26  -69.00  -39.00       -2.1564
  57  26  -67.00  -39.00       -2.0675
  58  26  -65.00  -39.00       -1.4608
  59  26  -63.00  -39.00       -1.2921
  60  26  -61.00  -39.00       -1.1234
  61  26  -59.00  -39.00       -0.7136
  62  26  -57.00  -39.00       -0.2999
  63  26  -55.00  -39.00        0.1137
  64  26  -53.00  -39.00        0.2425
  65  26  -51.00  -39.00       -0.2809
  66  26  -49.00  -39.00       -0.8042
  67  26  -47.00  -39.00        0.1426
  68  26  -45.00  -39.00       -0.0001
  69  26  -43.00  -39.00       -0.1428
  70  26  -41.00  -39.00        0.1514
  71  26  -39.00  -39.00       -0.0721
  72  26  -37.00  -39.00       -0.2957
  73  26  -35.00  -39.00       -0.1484
  74  26  -33.00  -39.00       -0.0976
  75  26  -31.00  -39.00       -0.0467
  76  26  -29.00  -39.00       -0.0547
  77  26  -27.00  -39.00       -0.1668
  78  26  -25.00  -39.00       -0.2789
  79  26  -23.00  -39.00        0.0847
  80  26  -21.00  -39.00        0.0411
  81  26  -19.00  -39.00       -0.0026
  82  26  -17.00  -39.00        0.5406
  83  26  -15.00  -39.00        0.4085
  84  26  -13.00  -39.00        0.2764
  85  26  -11.00  -39.00        0.3633
  86  26   -9.00  -39.00        0.3251
  87  26   -7.00  -39.00        0.2869
  88  26   -5.00  -39.00        0.2086
  89  26   -3.00  -39.00        0.4751
  90  26   -1.00  -39.00        0.7416
  91  26    1.00  -39.00        1.1083
  92  26    3.00  -39.00        1.0858
  93  26    5.00  -39.00        1.0632
  94  26    7.00  -39.00        0.6405
  95  26    9.00  -39.00        0.6662
  96  26   11.00  -39.00        0.6919
  97  26   13.00  -39.00        0.9066
  98  26   15.00  -39.00        0.6965
  99  26   17.00  -39.00        0.4864
 100  26   19.00  -39.00       -0.0313
 101  26   21.00  -39.00       -0.2045
 102  26   23.00  -39.00       -0.3777
 103  26   25.00  -39.00        0.0444
 104  26   27.00  -39.00       -0.1622
 105  26   29.00  -39.00       -0.3688
 106  26   31.00  -39.00        0.6146
 107  26   33.00  -39.00        0.4311
 108  26   35.00  -39.00        0.2476
 109  26   37.00  -39.00        0.0193
 110  26   39.00  -39.00       -0.3407
 111  26   41.00  -39.00       -0.7007
 112  26   43.00  -39.00       -0.4692
 113  26   45.00  -39.00       -0.3220
 114  26   47.00  -39.00       -0.1749
 115  26   49.00  -39.00       -0.1090
 116  26   51.00  -39.00       -0.3694
 117  26   53.00  -39.00       -0.6299
 118  26   55.00  -39.00       -0.0078
 119  26   57.00  -39.00       -0.1408
 120  26   59.00  -39.00       -0.2738
 121  26   61.00  -39.00       -0.1893
 122  26   63.00  -39.00       -0.1678
 123  26   65.00  -39.00       -0.1463
 124  26   67.00  -39.00       -0.3414
 125  26   69.00  -39.00       -0.4939
 126  26   71.00  -39.00       -0.6463
 127  26   73.00  -39.00       -0.0747
 128  26   75.00  -39.00       -0.2755
 129  26   77.00  -39.00       -0.4764
 130  26   79.00  -39.00       -0.3125
 131  26   81.00  -39.00       -0.3791
 132  26   83.00  -39.00       -0.4457
 133  26   85.00  -39.00       -0.4665
 134  26   87.00  -39.00       -0.3548
 135  26   89.00  -39.00       -0.2430
 136  26   91.00  -39.00       -0.2323
 137  26   93.00  -39.00       -0.2613
 138  26   95.00  -39.00       -0.2903
 139  26   97.00  -39.00       -0.0322
 140  26   99.00  -39.00        0.1253
 141  26  101.00  -39.00        0.2828
 142  26  103.00  -39.00       -0.2062
 143  26  105.00  -39.00       -0.2950
 144  26  107.00  -39.00       -0.3839
 145  26  109.00  -39.00       -0.0035
 146  26  111.00  -39.00       -0.1462
 147  26  113.00  -39.00       -0.2889
 148  26  115.00  -39.00       -0.2231
 149  26  117.00  -39.00        0.0287
 150  26  119.00  -39.00        0.2804
 151  26  121.00  -39.00        0.1025
 152  26  123.00  -39.00        0.0360
 153  26  125.00  -39.00       -0.0304
 154  26  127.00  -39.00       -0.5632
 155  26  129.00  -39.00       -0.6351
 156  26  131.00  -39.00       -0.7071
 157  26  133.00  -39.00       -0.4947
 158  26  135.00  -39.00       -0.4017
 159  26  137.00  -39.00       -0.3087
 160  26  139.00  -39.00       -0.9966
 161  26  141.00  -39.00       -1.1145
 162  26  143.00  -39.00       -1.2324
 163  26  145.00  -39.00       -1.5610
 164  26  147.00  -39.00       -1.4174
 165  26  149.00  -39.00       -1.2737
 166  26  151.00  -39.00       -0.3776
 167  26  153.00  -39.00       -0.2957
 168  26  155.00  -39.00       -0.2137
 169  26  157.00  -39.00        0.0550
 170  26  159.00  -39.00        0.0881
 171  26  161.00  -39.00        0.1212
 172  26  163.00  -39.00        0.2993
 173  26  165.00  -39.00        0.3273
 174  26  167.00  -39.00        0.3553
 175  26  169.00  -39.00        0.8095
 176  26  171.00  -39.00        0.7415
 177  26  173.00  -39.00        0.6735
 178  26  175.00  -39.00        0.4931
 179  26  177.00  -39.00        0.5334
 180  26  179.00  -39.00        0.5737
   1  27 -179.00  -37.00        0.8060
   2  27 -177.00  -37.00        0.9740
   3  27 -175.00  -37.00        1.1420
   4  27 -173.00  -37.00        1.1111
   5  27 -171.00  -37.00        1.1109
   6  27 -169.00  -37.00        1.1107
   7  27 -167.00  -37.00        0.8007
   8  27 -165.00  -37.00        0.7398
   9  27 -163.00  -37.00        0.6788
  10  27 -161.00  -37.00        0.3646
  11  27 -159.00  -37.00        0.3120
  12  27 -157.00  -37.00        0.2595
  13  27 -155.00  -37.00       -0.1364
  14  27 -153.00  -37.00       -0.1069
  15  27 -151.00  -37.00       -0.0775
  16  27 -149.00  -37.00        0.1871
  17  27 -147.00  -37.00        0.0403
  18  27 -145.00  -37.00       -0.1065
  19  27 -143.00  -37.00       -0.1296
  20  27 -141.00  -37.00        0.0565
  21  27 -139.00  -37.00        0.2426
  22  27 -137.00  -37.00        0.0433
  23  27 -135.00  -37.00        0.0156
  24  27 -133.00  -37.00       -0.0122
  25  27 -131.00  -37.00       -0.0935
  26  27 -129.00  -37.00        0.0489
  27  27 -127.00  -37.00        0.1912
  28  27 -125.00  -37.00        0.7136
  29  27 -123.00  -37.00        0.6421
  30  27 -121.00  -37.00        0.5707
  31  27 -119.00  -37.00        1.0587
  32  27 -117.00  -37.00        1.2208
  33  27 -115.00  -37.00        1.3830
  34  27 -113.00  -37.00        1.6034
  35  27 -111.00  -37.00        1.4612
  36  27 -109.00  -37.00        1.3189
  37  27 -107.00  -37.00        1.3143
  38  27 -105.00  -37.00        1.2826
  39  27 -103.00  -37.00        1.2508
  40  27 -101.00  -37.00        0.8767
  41  27  -99.00  -37.00        0.7216
  42  27  -97.00  -37.00        0.5665
  43  27  -95.00  -37.00        0.6158
  44  27  -93.00  -37.00        0.5374
  45  27  -91.00  -37.00        0.4590
  46  27  -89.00  -37.00        0.4649
  47  27  -87.00  -37.00        0.3150
  48  27  -85.00  -37.00        0.1650
  49  27  -83.00  -37.00        0.2031
  50  27  -81.00  -37.00        0.0916
  51  27  -79.00  -37.00       -0.0199
  52  27  -77.00  -37.00       -0.3724
  53  27  -75.00  -37.00       -0.8671
  54  27  -73.00  -37.00       -1.3617
  55  27  -71.00  -37.00       -1.6995
  56  27  -69.00  -37.00       -1.8490
  57  27  -67.00  -37.00       -1.9984
  58  27  -65.00  -37.00       -1.0586
  59  27  -63.00  -37.00       -0.9496
  60  27  -61.00  -37.00       -0.8406
  61  27  -59.00  -37.00       -1.2156
  62  27  -57.00  -37.00       -1.0918
  63  27  -55.00  -37.00       -0.9681
  64  27  -53.00  -37.00        0.0328
  65  27  -51.00  -37.00       -0.5690
  66  27  -49.00  -37.00       -1.1707
  67  27  -47.00  -37.00       -0.3782
  68  27  -45.00  -37.00       -0.2811
  69  27  -43.00  -37.00       -0.1839
  70  27  -41.00  -37.00       -0.2212
  71  27  -39.00  -37.00       -0.2544
  72  27  -37.00  -37.00       -0.2877
  73  27  -35.00  -37.00       -0.0830
  74  27  -33.00  -37.00       -0.0603
  75  27  -31.00  -37.00       -0.0375
  76  27  -29.00  -37.00       -0.0317
  77  27  -27.00  -37.00       -0.1869
  78  27  -25.00  -37.00       -0.3421
  79  27  -23.00  -37.00       -0.1397
  80  27  -21.00  -37.00       -0.0692
  81  27  -19.00  -37.00        0.0013
  82  27  -17.00  -37.00        0.3700
  83  27  -15.00  -37.00        0.2378
  84  27  -13.00  -37.00        0.1056
  85  27  -11.00  -37.00       -0.0725
  86  27   -9.00  -37.00        0.0200
  87  27   -7.00  -37.00        0.1124
  88  27   -5.00  -37.00        0.1157
  89  27   -3.00  -37.00        0.3644
  90  27   -1.00  -37.00        0.6132
  91  27    1.00  -37.00        0.5342
  92  27    3.00  -37.00        0.5147
  93  27    5.00  -37.00        0.4951
  94  27    7.00  -37.00        0.5135
  95  27    9.00  -37.00        0.5421
  96  27   11.00  -37.00        0.5707
  97  27   13.00  -37.00        0.6919
  98  27   15.00  -37.00        0.7995
  99  27   17.00  -37.00        0.9070
 100  27   19.00  -37.00        0.3725
 101  27   21.00  -37.00        0.0693
 102  27   23.00  -37.00       -0.2340
 103  27   25.00  -37.00        0.6735
 104  27   27.00  -37.00        0.4793
 105  27   29.00  -37.00        0.2851
 106  27   31.00  -37.00        0.4374
 107  27   33.00  -37.00        0.2862
 108  27   35.00  -37.00        0.1350
 109  27   37.00  -37.00       -0.1355
 110  27   39.00  -37.00       -0.2282
 111  27   41.00  -37.00       -0.3209
 112  27   43.00  -37.00       -0.1631
 113  27   45.00  -37.00       -0.1441
 114  27   47.00  -37.00       -0.1251
 115  27   49.00  -37.00       -0.1593
 116  27   51.00  -37.00       -0.1520
 117  27   53.00  -37.00       -0.1447
 118  27   55.00  -37.00       -0.0690
 119  27   57.00  -37.00       -0.0721
 120  27   59.00  -37.00       -0.0752
 121  27   61.00  -37.00       -0.0838
 122  27   63.00  -37.00       -0.1793
 123  27   65.00  -37.00       -0.2748
 124  27   67.00  -37.00       -0.0359
 125  27   69.00  -37.00       -0.1159
 126  27   71.00  -37.00       -0.1959
 127  27   73.00  -37.00        0.0001
 128  27   75.00  -37.00       -0.2109
 129  27   77.00  -37.00       -0.4220
 130  27   79.00  -37.00       -0.5169
 131  27   81.00  -37.00       -0.5733
 132  27   83.00  -37.00       -0.6298
 133  27   85.00  -37.00       -0.4517
 134  27   87.00  -37.00       -0.4446
 135  27   89.00  -37.00       -0.4374
 136  27   91.00  -37.00       -0.3620
 137  27   93.00  -37.00       -0.2917
 138  27   95.00  -37.00       -0.2213
 139  27   97.00  -37.00       -0.0981
 140  27   99.00  -37.00       -0.1085
 141  27  101.00  -37.00       -0.1189
 142  27  103.00  -37.00       -0.5317
 143  27  105.00  -37.00       -0.3296
 144  27  107.00  -37.00       -0.1274
 145  27  109.00  -37.00       -0.2914
 146  27  111.00  -37.00        0.0008
 147  27  113.00  -37.00        0.2929
 148  27  115.00  -37.00       -0.1899
 149  27  117.00  -37.00       -0.0891
 150  27  119.00  -37.00        0.0117
 151  27  121.00  -37.00        0.3293
 152  27  123.00  -37.00       -0.0096
 153  27  125.00  -37.00       -0.3485
 154  27  127.00  -37.00       -0.4010
 155  27  129.00  -37.00       -0.4255
 156  27  131.00  -37.00       -0.4499
 157  27  133.00  -37.00       -0.5039
 158  27  135.00  -37.00       -0.7434
 159  27  137.00  -37.00       -0.9829
 160  27  139.00  -37.00       -1.0121
 161  27  141.00  -37.00       -1.3369
 162  27  143.00  -37.00       -1.6616
 163  27  145.00  -37.00       -1.8902
 164  27  147.00  -37.00       -1.7904
 165  27  149.00  -37.00       -1.6906
 166  27  151.00  -37.00        0.1859
 167  27  153.00  -37.00       -0.0838
 168  27  155.00  -37.00       -0.3535
 169  27  157.00  -37.00       -0.0033
 170  27  159.00  -37.00        0.0110
 171  27  161.00  -37.00        0.0252
 172  27  163.00  -37.00        0.3041
 173  27  165.00  -37.00        0.2216
